ProjectName,IDPaper,ProjectType,Stars,Size,Forks,Commit Count,Contributors,Project Age,Activity Rate,ContributorNumber
zhmiao/OpenLongTailRecognition-OLTR,ID1,Applied,827,2290,129,94.0,4,2192,0.0488565488565488,4.0
Demiguises/Kakao-Valhalla,ID1,Applied,11,4252,2,58.0,4,2265,0.2109090909090909,4.0
peterljq/OpenMMD,ID1,Applied,868,328515,181,35.0,2,2276,0.0173697270471464,2.0
xiumingzhang/GenRe-ShapeHD,ID1,Applied,288,5688,63,28.0,4,2218,0.0147913365029054,4.0
bat67/TibetanMNIST,ID1,Applied,31,114266,11,25.0,1,2241,0.0126903553299492,1.0
bat67/Deep-Learning-with-PyTorch-A-60-Minute-Blitz-cn,ID1,Applied,149,524,41,35.0,1,2214,0.0180505415162454,1.0
RyanXingQL/MFQE2.0,ID1,Applied,161,3217,24,41.0,1,2161,0.0218783351120597,1.0
OUCMachineLearning/OUCML,ID2,Applied,4516,1076970,1314,327.0,6,2249,0.164486921529175,6.0
wywongbd/statistical-arbitrage-18-19,ID1,Applied,252,27026,71,238.0,2,2330,0.1164953499755261,2.0
Yogayu/weibo-summary,ID1,Applied,31,19190,14,76.0,1,2808,0.0303635637235317,1.0
SystemsGenetics/gene-oracle,ID1,Applied,13,17119,0,394.0,3,2695,0.1792538671519563,3.0
prodo-ai/plz,ID1,Applied,30,5782,5,1411.0,5,2563,0.6451760402377686,5.0
adzialocha/tomomibot,ID1,Applied,30,463,4,96.0,1,2395,0.0587875076546233,1.0
rknaebel/landslide,ID1,Applied,49,10194,28,57.0,1,2823,0.0223529411764705,1.0
hollygrimm/art-composition-cnn,ID1,Applied,6,3830,0,58.0,1,2354,0.1266375545851528,1.0
Ciaran1981/geospatial-learn,ID1,Applied,25,22806,5,491.0,2,2704,0.206129303106633,2.0
sarnthil/unify-emotion-datasets,ID1,Applied,217,104,45,49.0,5,2403,0.0233222275107091,5.0
shobrook/BitVision,ID1,Applied,1189,211828,194,728.0,5,2577,0.3147427583225248,5.0
JasonKessler/scattertext,ID1,Applied,2201,42446,285,388.0,12,3108,0.1363316936050597,12.0
wanjinchang/SSH-TensorFlow,ID1,Applied,32,48586,16,25.0,1,2198,0.0190839694656488,1.0
mitdbg/modeldb,ID1,Applied,1669,56134,283,4114.0,30,3018,1.4981791697013838,50.0
PratikBarhate/question-classification,ID1,Applied,28,60000,13,108.0,2,2614,0.0550739418663946,2.0
sonoisa/code2vec,ID1,Applied,29,408059,11,42.0,2,2328,0.0211586901763224,2.0
MBKraus/Predicting_real_estate_prices_using_scikit-learn,ID1,Applied,149,891,51,28.0,1,2550,0.0122377622377622,1.0
Hironsan/asari,ID1,Applied,141,52726,20,45.0,5,2178,0.0240899357601713,5.0
DakshMiglani/Credit-Card-Fraud,ID1,Applied,17,45,10,11.0,2,2768,0.0048055919615552,2.0
vene/sparse-structured-attention,ID1,Applied,220,104,37,30.0,1,2637,0.0130605137135393,1.0
akashlevy/Deep-Learn-Oil,ID1,Applied,86,537033,51,321.0,3,3451,0.1006269592476489,3.0
bkj/ulm-basenet,ID1,Applied,94,69,18,21.0,1,2425,0.0102941176470588,1.0
raphaelauv/Paris-Traffic-Prediction,ID1,Applied,9,19969,1,71.0,2,2591,0.042287075640262,2.0
granularai/fabric,ID1,Applied,61,204194,15,149.0,2,2274,0.0754048582995951,2.0
MIPT-Oulu/DeepKnee,ID1,Applied,63,4000,34,102.0,2,2737,0.04185473943373,2.0
brannondorsey/GloVe-experiments,ID1,Applied,64,22,19,19.0,2,2924,0.0073387408265739,2.0
mingyangShang/SeqViews2SeqLabels,ID1,Applied,15,34,5,13.0,1,2307,0.0070537167661421,1.0
otenim/AnomalyDetectionUsingAutoencoder,ID1,Applied,68,569,16,20.0,1,2531,0.0093896713615023,1.0
GuodongQi/yolo3_tensorflow,ID1,Applied,46,608,21,60.0,2,2081,0.0342465753424657,2.0
carpedm20/SPIRAL-tensorflow,ID1,Applied,118,1385,24,12.0,2,2489,0.0057034220532319,2.0
Octavian-ai/learning-rate-finder-tensorflow,ID1,Applied,12,23,5,11.0,1,2258,0.0057202288091523,1.0
google/stereo-magnification,ID1,Applied,384,1406,90,17.0,4,2298,0.0085341365461847,4.0
google/fhir,ID2,Applied,795,96649,188,1434.0,30,2570,0.62104807275877,32.0
google/nucleus,ID2,Applied,776,6423,125,446.0,9,2495,0.1998207885304659,9.0
cbg-ethz/pybda,ID1,Applied,9,379759,4,1015.0,1,2386,0.58,1.0
shaohua0116/demo2program,ID1,Applied,101,17036,24,26.0,3,2406,0.0126030053320407,3.0
shaohua0116/Multiview2Novelview,ID1,Applied,203,205101,33,39.0,1,2374,0.0185009487666034,1.0
himkt/pyner,ID1,Applied,45,364,6,238.0,4,2688,0.1033434650455927,4.0
YipengHu/label-reg,ID1,Applied,117,1019,32,67.0,1,2429,0.0310760667903525,1.0
amanbasu/3d-prostate-segmentation,ID1,Applied,43,14923,13,51.0,1,2306,0.0257315842583249,1.0
hackingmaterials/automatminer,ID1,Applied,134,53123,48,1666.0,10,2450,0.7642201834862385,10.0
ardamavi/Game-Bot,ID1,Applied,418,24,104,18.0,3,2771,0.0071741729772817,3.0
saisrivatsan/deep-opt-auctions,ID1,Applied,102,4084,37,101.0,2,2198,0.0523045054375971,2.0
Spenhouet/automated-deep-photo-style-transfer,ID1,Applied,106,15647,36,78.0,5,2203,0.040226921093347,5.0
dkirkby/MachineLearningStatistics,ID1,Applied,92,40196,51,222.0,2,2574,0.0962705984388551,2.0
hiwonjoon/NEC,ID1,Applied,25,3039,5,13.0,1,2107,0.0075493612078977,1.0
visipedia/tfrecords,ID1,Applied,110,20,30,16.0,2,2898,0.0068906115417743,2.0
shepnerd/inpainting_gmcnn,ID1,Applied,417,16733,94,20.0,3,2287,0.0100200400801603,3.0
potterhsu/easy-fpn.pytorch,ID1,Applied,121,1902,21,23.0,1,2213,0.0117888262429523,1.0
inab/BIOLITMAP,ID1,Applied,20,2628,3,17.0,2,2516,0.0110966057441253,2.0
CornellNLP/Cornell-Conversational-Analysis-Toolkit,ID2,Applied,519,116065,120,1437.0,20,3237,0.4831876260928043,21.0
tlkh/text-emotion-classification,ID1,Applied,200,31345,80,57.0,4,2550,0.0254919499105545,4.0
AbrahamSanders/seq2seq-chatbot,ID1,Applied,99,19654,56,45.0,2,2493,0.0227043390514631,2.0
beringresearch/ivis,ID1,Applied,318,37006,43,634.0,8,2355,0.3032042085126734,8.0
pedrodiamel/ferattention,ID1,Applied,74,58616,25,71.0,1,2251,0.0360589131538852,1.0
georgesterpu/Sigmedia-AVSR,ID1,Applied,81,5291,28,118.0,2,2550,0.0520052886734244,2.0
surfertas/deep_learning,ID1,Applied,11,230289,8,290.0,1,2634,0.2039381153305204,1.0
xuzheyuan624/yolov3-pytorch,ID1,Applied,24,9493,8,49.0,1,2293,0.037721324095458,1.0
thisisiron/nmt-attention-tf,ID1,Applied,36,99,7,58.0,1,2107,0.0425844346549192,1.0
gabrieleilertsen/hdrcnn,ID1,Applied,494,7424,100,28.0,1,2691,0.0115416323165704,1.0
PAN001/MNIST-digit-sequence-recognition,ID1,Applied,22,29695,7,479.0,1,2627,0.2049636285836542,1.0
danhper/bigcode-tools,ID1,Applied,43,658,16,223.0,1,2906,0.0859676175790285,1.0
Jeetu95/Brain-Tumor-Segmentation,ID1,Applied,250,38876,58,50.0,2,2183,0.0261643118785975,2.0
olivesgatech/facies_classification_benchmark,ID1,Applied,57,510,13,44.0,2,1974,0.0257611241217798,2.0
AngusMonroe/BLSTM-CRF-NER,ID1,Applied,15,3268,8,14.0,1,2375,0.0096952908587257,1.0
idealo/image-super-resolution,ID2,Applied,4507,15341,748,150.0,8,2250,0.0754147812971342,8.0
aws-samples/deep-learning-models,ID1,Applied,139,4876,79,69.0,12,2380,0.0345864661654135,12.0
xuyuan/x-force,ID1,Applied,56,4435,21,10.0,1,2077,0.005656108597285,1.0
gengyanlei/Semi-Supervised-Semantic-Segmentation-GAN,ID1,Applied,14,19,9,17.0,1,2400,0.0126019273535952,1.0
Tandon-A/CycleGAN_ssim,ID1,Applied,71,12203,8,69.0,1,2464,0.0317095588235294,1.0
sharvil/tf-explorer,ID1,Applied,26,19,4,17.0,2,2292,0.0109890109890109,2.0
datalogue/keras-attention,ID1,Applied,745,15999,244,34.0,3,2803,0.0134175217048145,3.0
tonybeltramelli/pix2code,ID1,Applied,11900,1233636,1428,26.0,3,2801,0.0102402520677432,3.0
georgymh/decentralized-ml,ID1,Applied,10,10803,5,299.0,3,2445,0.1505538771399798,3.0
stevezheng23/language_model_tf,ID1,Applied,6,1256,1,257.0,1,2512,0.4839924670433145,1.0
stevezheng23/sequence_labeling_tf,ID1,Applied,18,436,1,248.0,1,2297,0.1790613718411552,1.0
stevezheng23/reading_comprehension_tf,ID1,Applied,39,1505,8,734.0,1,2464,0.3468809073724007,1.0
stevezheng23/seq2seq_tf,ID1,Applied,8,218,0,112.0,1,2592,0.0628860190903986,1.0
YijianZhou/CDRP_TF,ID1,Applied,26,103,15,47.0,1,2180,0.0266439909297052,1.0
simontomaskarlsson/CycleGAN-Keras,ID1,Applied,193,99223,61,23.0,2,2367,0.011252446183953,2.0
simontomaskarlsson/GAN-MRI,ID1,Applied,219,87873,76,23.0,1,2415,0.01071761416589,1.0
aravindsrinivas/flowpp,ID1,Applied,184,105,27,19.0,2,2305,0.009313725490196,2.0
tugstugi/pytorch-dc-tts,ID1,Applied,183,11805,76,28.0,1,2358,0.0134292565947242,1.0
emilwallner/Screenshot-to-code,ID1,Applied,16253,51637,1547,179.0,6,2656,0.0747390396659707,6.0
emilwallner/Deep-Learning-From-Scratch,ID1,Applied,259,11409,58,27.0,1,2717,0.0112593828190158,1.0
andrewcooke/choochoo,ID1,Applied,239,156088,32,2451.0,3,2419,1.1368274582560296,3.0
xtudbxk/SEC-tensorflow,ID1,Applied,36,78,9,18.0,1,2489,0.0094389092815941,1.0
embracesource-cv-com/keras-east,ID1,Applied,9,296,1,72.0,2,2124,0.1706161137440758,2.0
yuanming-hu/exposure,ID1,Applied,757,8224,156,96.0,2,2531,0.0425155004428697,2.0
vlomonaco/crlmaze,ID1,Applied,36,10307,4,13.0,1,2131,0.006951871657754,1.0
Rokid/BERT-GPU,ID1,Applied,6,118,3,12.0,1,2067,0.0262582056892779,1.0
alexarnimueller/som,ID1,Applied,134,8090,46,100.0,3,2564,0.0436871996505024,3.0
krasserm/face-recognition,ID1,Applied,375,17249,198,12.0,2,2542,0.0053309640159928,2.0
guanyingc/SDPS-Net,ID1,Applied,170,43497,32,20.0,2,2140,0.0107642626480086,2.0
Ranlot/single-parameter-fit,ID1,Applied,647,6635,59,27.0,3,2098,0.0147945205479452,3.0
khakhulin/compressed-transformer,ID1,Applied,45,1708,9,66.0,4,2262,0.0384391380314502,4.0
shehzaadzd/MINERVA,ID1,Applied,309,108999,86,31.0,4,2615,0.0134899912967798,4.0
jinnovation/derain-net,ID1,Applied,15,9192,4,54.0,2,2787,0.0262008733624454,2.0
avilash/pytorch-siamese-triplet,ID1,Applied,88,76,21,14.0,1,2270,0.0073030777256129,1.0
analyticalmindsltd/smote_variants,ID2,Applied,598,74148,137,498.0,5,2302,0.2441176470588235,5.0
duketemon/pyuplift,ID1,Applied,28,768,3,95.0,1,2160,0.0528071150639244,1.0
IINemo/isanlp_srl_framebank,ID1,Applied,26,120441,5,94.0,3,2492,0.0421903052064632,3.0
taki0112/DRIT-Tensorflow,ID1,Applied,118,21716,34,63.0,1,2339,0.0322415557830092,1.0
junqiangchen/VNet3D,ID1,Applied,126,10023,46,35.0,2,2340,0.0173010380622837,2.0
junqiangchen/Unet_3d,ID1,Applied,17,33,9,20.0,1,2703,0.0140154169586545,1.0
junqiangchen/KiTS19-Challege,ID1,Applied,113,2980,35,34.0,1,2113,0.0189944134078212,1.0
junqiangchen/LiTS---Liver-Tumor-Segmentation-Challenge,ID1,Applied,230,8976,72,35.0,2,2240,0.0178753830439223,2.0
junqiangchen/Unet2d,ID1,Applied,58,4707,30,20.0,2,2441,0.0098667982239763,2.0
dfcf93/MSMARCO,ID1,Applied,187,94244,41,298.0,10,2473,0.1421077730090605,10.0
Xachap/Neuro-FLOPER,ID1,Applied,18,4955,3,63.0,1,2266,0.0352546166759932,1.0
sberbank-ai/ner-bert,ID1,Applied,404,487,98,131.0,1,2255,0.0660282258064516,1.0
yoshall/GeoMAN,ID1,Applied,139,7789,54,23.0,2,2416,0.0114656031904287,2.0
wvangansbeke/Sparse-Depth-Completion,ID1,Applied,458,150,76,27.0,1,2188,0.0140114167099117,1.0
wvangansbeke/LaneDetection_End2End,ID1,Applied,633,1946,213,37.0,1,2187,0.0194123819517313,1.0
BannyStone/Video_Classification_PyTorch,ID1,Applied,89,9023,18,107.0,1,2312,0.0540950455005055,1.0
sshuair/torchsat,ID2,Applied,381,43358,48,110.0,1,2698,0.0454357703428335,1.0
musikisomorphie/swd,ID1,Applied,55,14220,6,56.0,2,2124,0.0307861462341946,2.0
punyajoy/Hateminers-EVALITA,ID1,Applied,13,14613,3,26.0,2,2233,0.0216847372810675,2.0
zouyih/AlphaZero_Gomoku-tensorflow,ID1,Applied,56,1997,23,21.0,1,2537,0.0093333333333333,1.0
textgain/grasp,ID1,Applied,68,60304,19,134.0,0,2954,0.0498883097542814,1.0
rmalav15/DHSGAN,ID1,Applied,21,760,7,24.0,1,2081,0.0152187698161065,1.0
rmalav15/Super-SloMo,ID1,Applied,45,29943,11,55.0,1,2130,0.0302197802197802,1.0
tum-vision/learn_prox_ops,ID1,Applied,44,36685,14,25.0,2,2736,0.0102165917449938,2.0
AmeyaWagh/Traffic_sign_detection_YOLO,ID1,Applied,71,41181,21,36.0,3,2611,0.0154175588865096,3.0
charlesq34/pointnet2,ID1,Applied,2952,650,888,51.0,3,2702,0.0209016393442622,3.0
fangchangma/sparse-to-dense.pytorch,ID1,Applied,441,63,99,31.0,3,2532,0.0136804942630185,3.0
DeepBCI/Deep-BCI,ID1,Applied,367,1209262,179,823.0,30,2632,0.348728813559322,50.0
o19s/elasticsearch-learning-to-rank,ID1,Applied,1463,2121,365,594.0,30,2951,0.2211466865227103,55.0
gregwchase/dsi-capstone,ID1,Applied,194,48161,77,211.0,1,2692,0.0871900826446281,1.0
graphbrain/graphbrain,ID1,Applied,564,108043,62,3203.0,8,3265,1.0666000666000666,8.0
merantix/imitation-learning,ID1,Applied,87,31290,21,10.0,1,2236,0.0051867219917012,1.0
brendanhasz/probflow,ID1,Applied,165,3387,17,565.0,2,2210,0.2921406411582213,2.0
yuhaozhang/summarize-radiology-findings,ID1,Applied,78,26104,26,13.0,1,2311,0.0065,1.0
yuhaozhang/tacred-relation,ID1,Applied,354,43,98,12.0,1,2697,0.0049281314168377,1.0
zsdonghao/Image-Captioning,ID1,Applied,114,204,55,19.0,1,3030,0.0069801616458486,1.0
zsdonghao/Unsup-Im2Im,ID1,Applied,73,2217,16,10.0,1,2959,0.0041305245766212,1.0
zsdonghao/im2txt2im,ID1,Applied,30,1745,3,37.0,2,2951,0.0137700037216226,2.0
Soluto/python-flask-sklearn-docker-template,ID1,Applied,135,14,43,22.0,2,2750,0.0095361941915908,2.0
jonasrothfuss/fishervector,ID1,Applied,102,17,32,19.0,2,2520,0.008566275924256,2.0
nh2tran/DeepNovo,ID1,Applied,91,178,40,65.0,1,2772,0.0261254019292604,1.0
epfl-lara/treenet,ID1,Applied,31,39,7,19.0,2,2508,0.0092188258127122,2.0
kozistr/rcan-tensorflow,ID1,Applied,51,634,23,97.0,1,2309,0.0479249011857707,1.0
kozistr/AdaBound-tensorflow,ID1,Applied,45,138,6,50.0,1,2157,0.028216704288939,1.0
NeuroTechX/moabb,ID1,Applied,621,47245,166,666.0,30,2810,0.2612789329148686,35.0
grouplens/samantha,ID1,Applied,74,4013,27,593.0,3,2996,0.2197924388435878,3.0
ONSdigital/address-index-data,ID1,Applied,19,1397,8,836.0,13,3020,0.3190839694656489,13.0
upura/ml-competition-template-titanic,ID1,Applied,60,27,33,35.0,2,2231,0.0178026449643947,2.0
rolczynski/DeepSpeech-Keras,ID1,Applied,222,3771,66,241.0,5,2321,0.1235263967196309,5.0
amirassov/retinanet,ID1,Applied,6,2108,2,68.0,4,2394,0.1325536062378167,4.0
amirassov/youtrain,ID1,Applied,7,42,1,24.0,2,2312,0.0256136606189967,2.0
jamesgeorge007/Gender-Classifier,ID1,Applied,5,11,3,11.0,2,2578,0.0109670987038883,2.0
Cadene/vqa.pytorch,ID1,Applied,701,1817,178,37.0,6,2808,0.0145268943855516,6.0
codertimo/BERT-pytorch,ID1,Applied,6006,101,1277,64.0,5,2292,0.0315270935960591,5.0
Unisound/SampleRNN,ID1,Applied,141,33,46,36.0,4,2816,0.0148087206910736,4.0
oxwhirl/smac,ID1,Applied,1002,2644,226,120.0,17,2207,0.0616649537512846,17.0
mkocabas/EpipolarPose,ID1,Applied,590,307,97,18.0,0,2155,0.0094142259414225,1.0
mdeff/cnn_graph,ID1,Applied,1320,362,392,164.0,2,3054,0.0589080459770114,2.0
mdeff/fma,ID1,Applied,2134,4182,425,205.0,3,2974,0.0755621083671212,3.0
imrahulr/Toxic-Comment-Classification-Kaggle,ID1,Applied,14,48506,5,74.0,1,2492,0.0363101079489695,1.0
khanhha/crack_segmentation,ID1,Applied,333,61807,118,44.0,1,2166,0.0231092436974789,1.0
prajjwal1/language-modelling,ID1,Applied,47,503,6,17.0,1,2540,0.0078886310904872,1.0
prajjwal1/person-reid-incremental,ID1,Applied,15,13326,8,58.0,1,2518,0.0285714285714285,1.0
corochann/chainer-saliency,ID1,Applied,12,2472,2,27.0,1,2244,0.0249768732654949,1.0
symoon94/Neural-Style-Transfer-pytorch,ID1,Applied,82,29583,11,61.0,3,2306,0.030901722391084,3.0
jubins/DeepLearning-Food-Image-Recognition-And-Calorie-Estimation,ID1,Applied,71,143607,38,43.0,3,2983,0.0159318266024453,3.0
leeyoshinari/YOLO_v2,ID1,Applied,80,11021,38,54.0,1,2472,0.0247706422018348,1.0
vishalshar/SpeakerDiarization_RNN_CNN_LSTM,ID1,Applied,61,3364,9,31.0,2,2598,0.0133620689655172,2.0
bdqnghi/ggnn.tensorflow,ID1,Applied,43,327257,10,508.0,2,2133,0.3002364066193853,2.0
aquaskyline/Skyhawk,ID1,Applied,35,18028,6,33.0,2,2472,0.0157593123209169,2.0
aquaskyline/Clairvoyante,ID1,Applied,172,937474,27,276.0,5,2743,0.1161616161616161,5.0
serengil/decision-trees-for-ml,ID1,Applied,61,380,51,68.0,1,2324,0.0332843857072931,1.0
ur-whitelab/hoomd-tf,ID1,Applied,29,61142,8,625.0,10,2226,0.3233316088980859,10.0
locuslab/optnet,ID1,Applied,483,1517,76,31.0,1,2885,0.0118185284025924,1.0
locuslab/icnn,ID1,Applied,268,10757,52,99.0,1,3054,0.0358825661471547,1.0
TetsumichiUmada/text2emoji,ID1,Applied,30,933,17,13.0,1,2509,0.0079268292682926,1.0
nicodv/kmodes,ID1,Applied,1220,490,411,532.0,16,4193,0.1353345204782498,16.0
Remper/sociallink,ID1,Applied,16,4836,3,143.0,2,3101,0.0808366308648954,2.0
zhangqianhui/Exemplar-GAN-Eye-Inpainting-Tensorflow,ID1,Applied,97,794,21,40.0,1,2407,0.0192585459797785,1.0
Mavengers/DonkeyDrift,ID1,Applied,15,3305,3,14.0,3,2243,0.008130081300813,3.0
annomator/annomator_1.0,ID1,Applied,14,180342,0,36.0,2,2246,0.0210896309314587,2.0
WattSocialBot/alana_learning_to_rank,ID1,Applied,13,24894,4,13.0,1,2341,0.01003861003861,1.0
scorpionhiccup/StockPricePrediction,ID1,Applied,1220,7897,413,43.0,2,3249,0.0143957147639772,2.0
PistonY/ResidualAttentionNetwork,ID1,Applied,105,357497,26,54.0,2,2327,0.0272314674735249,2.0
rafariva/ANPR-Tensorflow,ID1,Applied,29,3673,18,71.0,2,2541,0.03125,2.0
ai4iacts/hexagdly,ID1,Applied,80,4975,18,15.0,2,2544,0.0065963060686015,2.0
r05323028/TNet-tensorflow,ID1,Applied,9,28,5,17.0,1,2202,0.010585305105853,1.0
cszhangzhen/ANRL,ID1,Applied,85,5854,19,23.0,2,2425,0.0112249877989263,2.0
JGuillaumin/swa-tf,ID1,Applied,32,84,9,14.0,0,2261,0.0156774916013437,1.0
Neerajj9/Text-Detection-using-Yolo-Algorithm-in-keras-tensorflow,ID1,Applied,146,3436,58,25.0,1,2088,0.0137287204832509,1.0
stellargraph/stellargraph,ID2,Applied,2896,97013,424,2535.0,30,2477,1.1449864498644986,30.0
IDKiro/CBDNet-tensorflow,ID1,Applied,51,112820,15,26.0,1,2108,0.0158150851581508,1.0
BradleyGrantham/pl-predictions-using-fifa,ID1,Applied,134,103,46,59.0,2,2413,0.0284474445515911,2.0
megbedell/wobble,ID1,Applied,38,28652,17,357.0,8,2621,0.1519795657726692,8.0
chaitjo/regression-stock-prediction,ID1,Applied,58,97,44,24.0,2,3242,0.0080944350758853,2.0
chaitjo/working-women,ID1,Applied,14,221901,3,14.0,3,2105,0.0086047940995697,3.0
GT-RIPL/L2C,ID1,Applied,313,441,49,12.0,1,2388,0.0056980056980056,1.0
gojibjib/jibjib-model,ID1,Applied,38,6295,7,114.0,2,2466,0.0550990816819719,2.0
holm-aune-bachelor2018/ctc,ID1,Applied,32,11304,15,218.0,2,2548,0.1519163763066202,2.0
Naman-ntc/Pytorch-Human-Pose-Estimation,ID1,Applied,467,569,77,16.0,2,2279,0.0079325731284085,2.0
wenwei202/iss-rnns,ID1,Applied,73,9221,22,438.0,12,2695,0.1812913907284768,12.0
INK-USC/DS-RelationExtraction,ID1,Applied,418,40582,111,123.0,4,3014,0.0452871870397643,4.0
pathwayforte/pathway-forte,ID1,Applied,13,2234,6,177.0,4,2125,0.0987172336865588,4.0
MandyMo/HAMR,ID1,Applied,28,5245,4,32.0,1,2159,0.0178372352285395,1.0
perone/euclidesdb,ID1,Applied,633,1854,34,73.0,2,2266,0.0386243386243386,2.0
laic-ufmg/Recipe,ID1,Applied,52,57612,14,122.0,4,2926,0.046743295019157,4.0
kamo-naoyuki/pytorch_convolutional_rnn,ID1,Applied,132,23,33,28.0,1,2460,0.0128617363344051,1.0
geek-ai/MAgent,ID1,Applied,1668,9851,330,137.0,9,2635,0.057732827644332,9.0
stephenhky/PyShortTextCategorization,ID1,Applied,467,116244,70,1153.0,6,3031,0.4195778748180495,6.0
zsef123/EfficientNets-PyTorch,ID1,Applied,309,37,46,14.0,2,2065,0.0081442699243746,2.0
SajadMo/ECG-Heartbeat-Classification-seq2seq-model,ID1,Applied,168,723,54,46.0,1,2173,0.0240837696335078,1.0
SajadMo/SleepEEGNet,ID1,Applied,190,367,72,46.0,1,2160,0.0242232754081095,1.0
DrSleep/DenseTorch,ID1,Applied,62,5951,9,47.0,1,2091,0.0261111111111111,1.0
5hirish/adam_qas,ID1,Applied,357,73823,108,218.0,9,3271,0.07425068119891,9.0
dangitstam/topic-rnn,ID1,Applied,52,1116,10,68.0,1,2373,0.0342052313883299,1.0
Zhengyu-Li/Deep-Network-Compression-based-on-Student-Teacher-Network-,ID1,Applied,14,115,2,34.0,1,2441,0.0212632895559724,1.0
r-m-n/sklearn-deltatfidf,ID1,Applied,10,12,2,17.0,2,2902,0.0094026548672566,2.0
dave-fernandes/ECGClassifier,ID1,Applied,72,322,25,22.0,0,2130,0.0119305856832971,1.0
Jacobvs/DDOS-ML-Detection,ID1,Applied,39,19632,32,15.0,1,2603,0.0064075181546347,1.0
hoya012/pytorch-peleenet,ID1,Applied,11,421,1,15.0,1,2172,0.0097213220998055,1.0
nadavbh12/VQ-VAE,ID1,Applied,470,526,85,47.0,4,2587,0.0202150537634408,4.0
ShuangLI59/person_search,ID1,Applied,732,9715,242,97.0,3,3214,0.0329707681849082,3.0
aiqm/torchani,ID1,Applied,432,77750,121,434.0,16,2488,0.1954954954954955,16.0
xchen-tamu/alista,ID1,Applied,61,7383,20,11.0,2,2165,0.0059044551798174,2.0
xdebron/mybabe,ID1,Applied,18,44242,5,21.0,2,2360,0.0111880660628662,2.0
krayush07/deep-attention-text-classifier-tf,ID1,Applied,8,89429,2,34.0,1,2737,0.0161520190023752,1.0
opencog/language-learning,ID1,Applied,20,5613,20,1015.0,6,2550,0.4831032841504045,6.0
experiencor/deep-viz-keras,ID1,Applied,165,2482,31,10.0,1,2771,0.0040617384240454,1.0
theamrzaki/text_summurization_abstractive_methods,ID1,Applied,518,4514,217,77.0,2,2287,0.0383657199800697,2.0
XanaduAI/QMLT,ID1,Applied,114,3867,23,18.0,4,2396,0.008893280632411,4.0
dialnd/imbalanced-algorithms,ID1,Applied,230,29349,100,114.0,1,3074,0.0411849710982658,1.0
nlppln/nlppln,ID1,Applied,34,272,3,357.0,0,3090,0.1288808664259927,1.0
untrix/im2latex,ID1,Applied,84,281916,20,385.0,1,2784,0.1528991262907069,1.0
ClaudiuGeorgiu/RiskInDroid,ID1,Applied,123,36009,24,45.0,1,2973,0.0165990409443009,1.0
satinder147/DeepWay,ID1,Applied,143,3960,34,73.0,3,2418,0.03440150801131,3.0
LuZhenHuan/code,ID1,Applied,127,182870,45,94.0,1,2900,0.0356330553449583,1.0
jiangruoqiao/RICNN_GongCheng_CVPR2015,ID1,Applied,31,35,9,23.0,1,2327,0.0118556701030927,1.0
daniel-muthukrishna/astrodash,ID1,Applied,35,1149987,16,374.0,2,2975,0.1385698406817339,2.0
permfl/dictlearn,ID1,Applied,32,2155,10,13.0,1,2482,0.0059064061790095,1.0
lykaust15/SupportNet,ID1,Applied,33,26335,11,67.0,1,2508,0.0427841634738186,1.0
lykaust15/DeepSimulator,ID1,Applied,111,25132,39,134.0,5,2604,0.0572160546541417,5.0
richzhang/PerceptualSimilarity,ID1,Applied,3387,8973,485,131.0,6,2569,0.0567590987868284,6.0
richzhang/colorization-pytorch,ID1,Applied,592,11309,112,294.0,23,2358,0.1415503129513721,23.0
ceciliavision/perceptual-reflection-removal,ID1,Applied,392,2303,80,38.0,2,2601,0.0162740899357601,2.0
jisungk/deepjazz,ID1,Applied,2866,12222,440,23.0,1,3218,0.0077834179357022,1.0
QMIND-Team/QMIND-Music,ID1,Applied,5,91619,0,100.0,4,2254,0.3154574132492113,4.0
aistairc/market-reporter,ID1,Applied,65,13088,16,109.0,4,2316,0.0564474365613671,4.0
lujiaying/MovieTaster-Open,ID1,Applied,278,15680,91,17.0,1,2719,0.007027697395618,1.0
hachmannlab/chemml,ID1,Applied,152,88525,29,876.0,8,2604,0.3751605995717345,8.0
dsindex/etagger,ID1,Applied,106,11004,22,805.0,2,2397,0.4000994035785288,2.0
nabeel-oz/qlik-py-tools,ID1,Applied,185,138440,87,393.0,2,2508,0.1756032171581769,2.0
ProGamerGov/neural-style-pt,ID1,Applied,821,37193,175,24.0,2,2374,0.0114068441064638,2.0
MichiganCOG/M-PACT,ID1,Applied,106,479955,24,453.0,2,2474,0.2159199237368922,2.0
episodeyang/deep-auto-punctuation,ID1,Applied,141,108110,23,30.0,2,2859,0.0117416829745596,2.0
joeddav/devol,ID1,Applied,948,85,118,116.0,9,2904,0.0446153846153846,9.0
IHIaadj/Malware-classifier-PyTorch,ID1,Applied,28,306,9,15.0,1,2213,0.0077399380804953,1.0
simo23/tinyYOLOv2,ID1,Applied,111,666,28,29.0,1,2725,0.0119341563786008,1.0
gmontamat/gentun,ID1,Applied,82,479,22,217.0,2,2612,0.0941840277777777,2.0
src-d/kmcuda,ID1,Applied,773,718,143,266.0,9,3136,0.0926506443747823,9.0
TyJK/EchoBurst,ID1,Applied,40,9722,4,98.0,3,2871,0.0402298850574712,3.0
niksaz/dota2-expert-demo,ID1,Applied,30,373,5,162.0,1,2311,0.0828644501278772,1.0
